ticker,code,industry,included,excluded
002517.SZ,624510,Software & Services,20150918,
002518.SZ,622010,Capital Goods,20101207,
002519.SZ,622520,Consumer Durables & Apparel,20101207,
002520.SZ,622010,Capital Goods,20101210,
002521.SZ,621510,Materials,20101210,
002522.SZ,621510,Materials,20101210,
002523.SZ,622010,Capital Goods,20101210,
002524.SZ,622010,Capital Goods,20101217,20170406
002524.SZ,625510,Utilities,20170407,20190802
002524.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20190803,
002526.SZ,622010,Capital Goods,20101217,
002527.SZ,624520,Technology Hardware & Equipment,20101224,20140504
002527.SZ,622010,Capital Goods,20140505,
002528.SZ,624520,Technology Hardware & Equipment,20101224,
002529.SZ,622010,Capital Goods,20101224,20180823
002529.SZ,621510,Materials,20180824,
002530.SZ,622010,Capital Goods,20101231,20170526
002530.SZ,624510,Software & Services,20170527,
002531.SZ,622010,Capital Goods,20101231,
002532.SZ,622010,Capital Goods,20101231,20200807
002532.SZ,621510,Materials,20200808,
002533.SZ,622010,Capital Goods,20101231,
002534.SZ,622010,Capital Goods,20110110,
002535.SZ,622010,Capital Goods,20110111,
002536.SZ,622510,Automobiles & Components,20110111,
002537.SZ,622010,Capital Goods,20110110,20140831
002537.SZ,622510,Automobiles & Components,20140901,
002538.SZ,621510,Materials,20110118,
002539.SZ,621510,Materials,20110118,
002540.SZ,621510,Materials,20110118,
002541.SZ,622010,Capital Goods,20110118,
002542.SZ,622010,Capital Goods,20110128,
002543.SZ,622520,Consumer Durables & Apparel,20110128,
002544.SZ,624520,Technology Hardware & Equipment,20110128,
002545.SZ,622010,Capital Goods,20110211,
002546.SZ,622010,Capital Goods,20110211,
002547.SZ,622010,Capital Goods,20110218,
002548.SZ,623020,"Food, Beverage & Tobacco",20110218,
002549.SZ,621510,Materials,20110218,
002550.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20110218,20120528
002550.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20120529,
002551.SZ,622010,Capital Goods,20110225,20160425
002551.SZ,623510,Health Care Equipment & Services,20160426,
002552.SZ,622010,Capital Goods,20110225,
002553.SZ,622510,Automobiles & Components,20110225,
002554.SZ,621010,Energy,20110225,
002555.SZ,622510,Automobiles & Components,20110302,20150202
002555.SZ,624510,Software & Services,20150203,
002556.SZ,621510,Materials,20110302,
002557.SZ,623020,"Food, Beverage & Tobacco",20110302,
002558.SZ,622530,Consumer Services,20110302,20160302
002558.SZ,624510,Software & Services,20160303,
002559.SZ,622010,Capital Goods,20110303,
002560.SZ,622010,Capital Goods,20110303,
002561.SZ,622550,Retailing,20110303,
002562.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20110310,
002563.SZ,622520,Consumer Durables & Apparel,20110311,
002564.SZ,622010,Capital Goods,20110310,20170810
002564.SZ,622010,Capital Goods,20170811,
002565.SZ,621510,Materials,20110318,
002566.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20110318,
002567.SZ,623020,"Food, Beverage & Tobacco",20110325,
002568.SZ,621510,Materials,20110325,20160316
002568.SZ,623020,"Food, Beverage & Tobacco",20160317,
002569.SZ,622520,Consumer Durables & Apparel,20110412,
002570.SZ,623020,"Food, Beverage & Tobacco",20110412,
002571.SZ,622520,Consumer Durables & Apparel,20110412,
002572.SZ,622520,Consumer Durables & Apparel,20110412,
002573.SZ,622020,Commercial & Professional Services,20110422,
002574.SZ,622520,Consumer Durables & Apparel,20110422,
002575.SZ,622520,Consumer Durables & Apparel,20110422,
002576.SZ,622010,Capital Goods,20110428,
002577.SZ,624520,Technology Hardware & Equipment,20110428,
002578.SZ,621510,Materials,20110428,
002579.SZ,624520,Technology Hardware & Equipment,20110506,
002580.SZ,622010,Capital Goods,20110506,
002581.SZ,621510,Materials,20110520,20160417
002581.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20160418,
002582.SZ,623020,"Food, Beverage & Tobacco",20110520,
002583.SZ,624520,Technology Hardware & Equipment,20110527,
002584.SZ,621510,Materials,20110602,
002585.SZ,621510,Materials,20110602,
002586.SZ,622010,Capital Goods,20110602,
002587.SZ,624520,Technology Hardware & Equipment,20110610,
002588.SZ,621510,Materials,20110610,
002589.SZ,623510,Health Care Equipment & Services,20110610,
002590.SZ,622510,Automobiles & Components,20110610,
002591.SZ,621510,Materials,20110621,
002592.SZ,622510,Automobiles & Components,20111111,
002593.SZ,622010,Capital Goods,20110628,
002594.SZ,624520,Technology Hardware & Equipment,20020731,20081231
002594.SZ,622510,Automobiles & Components,20090101,
002595.SZ,622010,Capital Goods,20110628,
002596.SZ,621510,Materials,20110707,
002597.SZ,621510,Materials,20110707,20180227
002597.SZ,623020,"Food, Beverage & Tobacco",20180228,
002598.SZ,622010,Capital Goods,20110707,
002599.SZ,622020,Commercial & Professional Services,20110715,
002600.SZ,621510,Materials,20110715,20150309
002600.SZ,624520,Technology Hardware & Equipment,20150310,
002601.SZ,621510,Materials,20110715,
002602.SZ,622510,Automobiles & Components,20110728,20190426
002602.SZ,624510,Software & Services,20190427,
002603.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20110728,
002604.SZ,623020,"Food, Beverage & Tobacco",20110728,20150325
002604.SZ,623020,"Food, Beverage & Tobacco",20150326,
002605.SZ,622520,Consumer Durables & Apparel,20110805,20190819
002605.SZ,624510,Software & Services,20190820,
002606.SZ,622010,Capital Goods,20110805,
002607.SZ,622550,Retailing,20110810,20181130
002607.SZ,622530,Consumer Services,20181201,
002608.SZ,622010,Capital Goods,20110810,20170323
002608.SZ,624020,Diversified Financials,20170324,
002609.SZ,624520,Technology Hardware & Equipment,20110815,
002610.SZ,624530,Semiconductors & Semiconductor Equipment,20110815,
002611.SZ,622010,Capital Goods,20110830,
002612.SZ,622520,Consumer Durables & Apparel,20110830,
002613.SZ,622010,Capital Goods,20110830,
002614.SZ,622520,Consumer Durables & Apparel,20110909,20140504
002614.SZ,623510,Health Care Equipment & Services,20140505,
002615.SZ,622520,Consumer Durables & Apparel,20110909,
002616.SZ,622520,Consumer Durables & Apparel,20110920,20180827
002616.SZ,625510,Utilities,20180828,
002617.SZ,622010,Capital Goods,20110920,
002618.SZ,624520,Technology Hardware & Equipment,20110920,
002619.SZ,621510,Materials,20110929,20170417
002619.SZ,624510,Software & Services,20170418,
002620.SZ,622010,Capital Goods,20110929,
002621.SZ,622010,Capital Goods,20110929,20190416
002621.SZ,622530,Consumer Services,20190417,
002622.SZ,622010,Capital Goods,20111018,
002623.SZ,622010,Capital Goods,20111013,
002624.SZ,621510,Materials,20111028,20141217
002624.SZ,624510,Software & Services,20141218,
002625.SZ,622510,Automobiles & Components,20111103,20171214
002625.SZ,622010,Capital Goods,20171215,
002626.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20111028,
002627.SZ,622030,Transportation,20111103,
002628.SZ,622010,Capital Goods,20111103,
002629.SZ,621010,Energy,20111103,
002630.SZ,622010,Capital Goods,20111111,
002631.SZ,621510,Materials,20111111,
002632.SZ,621510,Materials,20111122,
002633.SZ,622010,Capital Goods,20111122,
002634.SZ,622520,Consumer Durables & Apparel,20111205,
002635.SZ,624520,Technology Hardware & Equipment,20111125,
002636.SZ,624520,Technology Hardware & Equipment,20111125,
002637.SZ,621510,Materials,20111125,
002638.SZ,622010,Capital Goods,20111125,
002639.SZ,622010,Capital Goods,20111205,
002640.SZ,622520,Consumer Durables & Apparel,20111208,20150611
002640.SZ,622550,Retailing,20150612,
002641.SZ,622010,Capital Goods,20111208,
002642.SZ,624510,Software & Services,20111220,
002643.SZ,621510,Materials,20111220,
002644.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20111222,
002645.SZ,622010,Capital Goods,20111220,
002646.SZ,623020,"Food, Beverage & Tobacco",20111222,
002647.SZ,622010,Capital Goods,20111228,20170322
002647.SZ,624510,Software & Services,20170323,
002648.SZ,621510,Materials,20111228,
002649.SZ,624510,Software & Services,20120106,
002650.SZ,623020,"Food, Beverage & Tobacco",20120106,
002651.SZ,622010,Capital Goods,20120106,
002652.SZ,622010,Capital Goods,20120119,
002653.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20120117,
002654.SZ,624530,Semiconductors & Semiconductor Equipment,20120217,
002655.SZ,624520,Technology Hardware & Equipment,20120217,
002656.SZ,622520,Consumer Durables & Apparel,20120228,
002657.SZ,624510,Software & Services,20120228,
002658.SZ,624520,Technology Hardware & Equipment,20120309,
002659.SZ,622010,Capital Goods,20120309,20180112
002659.SZ,622530,Consumer Services,20180113,
002660.SZ,622010,Capital Goods,20120316,
002661.SZ,623020,"Food, Beverage & Tobacco",20120316,
002662.SZ,622510,Automobiles & Components,20120309,
002663.SZ,622010,Capital Goods,20120316,
002664.SZ,622510,Automobiles & Components,20120316,
002665.SZ,622010,Capital Goods,20120327,
002666.SZ,621510,Materials,20120327,
002667.SZ,622010,Capital Goods,20120329,
002668.SZ,622520,Consumer Durables & Apparel,20120416,
002669.SZ,621510,Materials,20120416,
002670.SZ,624520,Technology Hardware & Equipment,20120416,20160125
002670.SZ,624020,Diversified Financials,20160126,
002671.SZ,622010,Capital Goods,20120426,
002672.SZ,622020,Commercial & Professional Services,20030129,
002673.SZ,624020,Diversified Financials,20120503,
002674.SZ,622520,Consumer Durables & Apparel,20120507,
002675.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20120525,
002676.SZ,622520,Consumer Durables & Apparel,20120525,
002677.SZ,622520,Consumer Durables & Apparel,20120525,
002678.SZ,622520,Consumer Durables & Apparel,20120530,
002679.SZ,621510,Materials,20120605,
002680.SZ,622010,Capital Goods,20120605,20151105
002680.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20151106,
002681.SZ,622520,Consumer Durables & Apparel,20120605,
002682.SZ,622030,Transportation,20120612,
002683.SZ,621510,Materials,20120612,
002684.SZ,622010,Capital Goods,20120612,
002685.SZ,622010,Capital Goods,20120612,20170926
002685.SZ,622010,Capital Goods,20170927,
002686.SZ,622010,Capital Goods,20120703,
002687.SZ,622520,Consumer Durables & Apparel,20120713,
002688.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20120713,
002689.SZ,622010,Capital Goods,20120717,
002690.SZ,622010,Capital Goods,20120731,
002691.SZ,622010,Capital Goods,20120731,
002692.SZ,622010,Capital Goods,20120808,
002693.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20120808,
002694.SZ,622010,Capital Goods,20120816,
002695.SZ,623020,"Food, Beverage & Tobacco",20120905,
002696.SZ,623020,"Food, Beverage & Tobacco",20120905,
002697.SZ,623010,Food & Staples Retailing,20120905,
002698.SZ,622010,Capital Goods,20120911,
002699.SZ,622520,Consumer Durables & Apparel,20120911,
002700.SZ,625510,Utilities,20120921,
002701.SZ,621510,Materials,20121011,
002702.SZ,623020,"Food, Beverage & Tobacco",20121011,
002703.SZ,622510,Automobiles & Components,20060516,
002705.SZ,622520,Consumer Durables & Apparel,20140121,
002706.SZ,622010,Capital Goods,20140121,
002707.SZ,622530,Consumer Services,20140123,
002708.SZ,622510,Automobiles & Components,20140121,
002709.SZ,621510,Materials,20140123,
002710.SZ,623510,Health Care Equipment & Services,20140106,
002711.SZ,622030,Transportation,20140127,
002712.SZ,622540,Media,20140123,
002713.SZ,622010,Capital Goods,20140219,
002714.SZ,623020,"Food, Beverage & Tobacco",20140128,
002715.SZ,622510,Automobiles & Components,20140219,
002716.SZ,621510,Materials,20140128,
002717.SZ,622010,Capital Goods,20140219,
002718.SZ,622010,Capital Goods,20140128,
002719.SZ,623020,"Food, Beverage & Tobacco",20140128,
002721.SZ,622520,Consumer Durables & Apparel,20140127,
002722.SZ,622010,Capital Goods,20140128,
002723.SZ,622520,Consumer Durables & Apparel,20140129,
002724.SZ,622010,Capital Goods,20141104,
002725.SZ,622510,Automobiles & Components,20140129,
002726.SZ,623020,"Food, Beverage & Tobacco",20140626,
002727.SZ,623010,Food & Staples Retailing,20140702,
002728.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20140731,
002729.SZ,622010,Capital Goods,20140912,
002730.SZ,622010,Capital Goods,20141009,
002731.SZ,622520,Consumer Durables & Apparel,20141104,
002732.SZ,623020,"Food, Beverage & Tobacco",20141205,
002733.SZ,622010,Capital Goods,20141203,
002734.SZ,621510,Materials,20150127,
002735.SZ,621510,Materials,20141203,
002736.SZ,624020,Diversified Financials,20141229,
002737.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20141230,
002738.SZ,622020,Commercial & Professional Services,20141230,20190825
002738.SZ,621510,Materials,20190826,
002739.SZ,622540,Media,20150122,
002740.SZ,622520,Consumer Durables & Apparel,20150122,
002741.SZ,621510,Materials,20150216,
002742.SZ,621510,Materials,20150217,
002743.SZ,622010,Capital Goods,20150217,
002745.SZ,624530,Semiconductors & Semiconductor Equipment,20150217,
002746.SZ,623020,"Food, Beverage & Tobacco",20150216,
002747.SZ,622010,Capital Goods,20150320,
002748.SZ,621510,Materials,20150319,
002749.SZ,621510,Materials,20150320,
002750.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20150324,
002751.SZ,622020,Commercial & Professional Services,20150424,
002752.SZ,621510,Materials,20150422,
002753.SZ,621510,Materials,20150519,
002755.SZ,622010,Capital Goods,20150515,20181227
002755.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20181228,
002756.SZ,621510,Materials,20150515,
002757.SZ,622010,Capital Goods,20150527,
002758.SZ,623510,Health Care Equipment & Services,20150527,
002759.SZ,622520,Consumer Durables & Apparel,20150528,
002760.SZ,622010,Capital Goods,20150611,
002761.SZ,622520,Consumer Durables & Apparel,20150610,20200429
002761.SZ,622010,Capital Goods,20200430,
002762.SZ,622520,Consumer Durables & Apparel,20150610,
002763.SZ,622520,Consumer Durables & Apparel,20150610,
002765.SZ,622510,Automobiles & Components,20150612,20190830
002765.SZ,624520,Technology Hardware & Equipment,20190831,
002766.SZ,622510,Automobiles & Components,20150611,
002767.SZ,622010,Capital Goods,20150612,
002768.SZ,621510,Materials,20150630,
002769.SZ,622030,Transportation,20150629,
002770.SZ,623020,"Food, Beverage & Tobacco",20150630,
002771.SZ,624510,Software & Services,20150629,
002772.SZ,623020,"Food, Beverage & Tobacco",20150626,
002773.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20150626,
002774.SZ,622010,Capital Goods,20170306,
002775.SZ,622010,Capital Goods,20150629,
002776.SZ,622520,Consumer Durables & Apparel,20150626,
002777.SZ,624510,Software & Services,20151231,
002778.SZ,621010,Energy,20160106,
002779.SZ,622010,Capital Goods,20151209,
002780.SZ,622520,Consumer Durables & Apparel,20151209,
002781.SZ,622010,Capital Goods,20151222,
002782.SZ,624520,Technology Hardware & Equipment,20151222,
002783.SZ,621510,Materials,20151209,
002785.SZ,621510,Materials,20151223,
002786.SZ,622010,Capital Goods,20151223,
002787.SZ,621510,Materials,20151231,
002788.SZ,623510,Health Care Equipment & Services,20160218,
002789.SZ,622010,Capital Goods,20160311,
002790.SZ,622010,Capital Goods,20160308,
002791.SZ,622010,Capital Goods,20160329,
002792.SZ,624520,Technology Hardware & Equipment,20160328,
002793.SZ,622010,Capital Goods,20160415,20200406
002793.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200407,
002795.SZ,622010,Capital Goods,20160428,
002796.SZ,622010,Capital Goods,20160510,20200716
002796.SZ,624520,Technology Hardware & Equipment,20200717,
002797.SZ,624020,Diversified Financials,20160511,
002798.SZ,622010,Capital Goods,20160525,
002799.SZ,621510,Materials,20160608,20190329
002799.SZ,622540,Media,20190330,
002800.SZ,622030,Transportation,20160530,
002801.SZ,622010,Capital Goods,20160622,
002802.SZ,621510,Materials,20160629,
002803.SZ,621510,Materials,20160712,20200413
002803.SZ,624510,Software & Services,20200414,
002805.SZ,621510,Materials,20160707,
002806.SZ,621510,Materials,20160712,20181116
002806.SZ,622510,Automobiles & Components,20181117,
002807.SZ,624010,Banks,20160726,
002808.SZ,624520,Technology Hardware & Equipment,20100301,
002809.SZ,621510,Materials,20160809,
002810.SZ,621510,Materials,20160808,
002811.SZ,622010,Capital Goods,20160822,
002812.SZ,621510,Materials,20160823,20181230
002812.SZ,621510,Materials,20181231,
002813.SZ,624520,Technology Hardware & Equipment,20160912,
002815.SZ,624520,Technology Hardware & Equipment,20160912,
002816.SZ,622010,Capital Goods,20160927,
002817.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20160928,
002818.SZ,624040,Real Estate,20161017,20170301
002818.SZ,626010,Real Estate,20170302,
002819.SZ,624520,Technology Hardware & Equipment,20161020,
002820.SZ,623020,"Food, Beverage & Tobacco",20161031,
002821.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20161031,
002822.SZ,622010,Capital Goods,20161108,
002823.SZ,622010,Capital Goods,20161107,
002824.SZ,621510,Materials,20161222,
002825.SZ,621510,Materials,20161110,
002826.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20161114,
002827.SZ,621510,Materials,20161114,
002828.SZ,621010,Energy,20161118,
002829.SZ,622010,Capital Goods,20161130,
002830.SZ,622010,Capital Goods,20161129,
002831.SZ,621510,Materials,20161125,
002832.SZ,622520,Consumer Durables & Apparel,20161206,
002833.SZ,622010,Capital Goods,20161207,
002835.SZ,624520,Technology Hardware & Equipment,20161206,
002836.SZ,622020,Commercial & Professional Services,20161219,
002837.SZ,622010,Capital Goods,20161215,
002838.SZ,621510,Materials,20161215,
002839.SZ,624010,Banks,20161213,
002840.SZ,623020,"Food, Beverage & Tobacco",20161216,
002841.SZ,624520,Technology Hardware & Equipment,20161229,
002842.SZ,621510,Materials,20161227,
002843.SZ,622010,Capital Goods,20161229,
002845.SZ,624520,Technology Hardware & Equipment,20170105,
002846.SZ,621510,Materials,20170110,
002847.SZ,623020,"Food, Beverage & Tobacco",20170110,
002848.SZ,622520,Consumer Durables & Apparel,20170116,
002849.SZ,622010,Capital Goods,20170123,
002850.SZ,622010,Capital Goods,20170213,
002851.SZ,622010,Capital Goods,20170214,
002852.SZ,623020,"Food, Beverage & Tobacco",20170220,
002853.SZ,622520,Consumer Durables & Apparel,20170222,
002855.SZ,624520,Technology Hardware & Equipment,20170228,
002856.SZ,622010,Capital Goods,20170227,
002857.SZ,622010,Capital Goods,20170308,
002858.SZ,622530,Consumer Services,20170313,
002859.SZ,624520,Technology Hardware & Equipment,20170313,
002860.SZ,622010,Capital Goods,20170321,
002861.SZ,624520,Technology Hardware & Equipment,20170323,
002862.SZ,622520,Consumer Durables & Apparel,20170327,
002863.SZ,622510,Automobiles & Components,20170327,
002864.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20171025,
002865.SZ,622510,Automobiles & Components,20170405,
002866.SZ,624520,Technology Hardware & Equipment,20170406,
002867.SZ,622520,Consumer Durables & Apparel,20170410,
002868.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20170410,
002869.SZ,624520,Technology Hardware & Equipment,20170420,
002870.SZ,622520,Consumer Durables & Apparel,20170425,20210413
002870.SZ,622510,Automobiles & Components,20210414,
002871.SZ,622010,Capital Goods,20170427,
002872.SZ,623510,Health Care Equipment & Services,20170502,
002873.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20141023,
002875.SZ,622520,Consumer Durables & Apparel,20170510,
002876.SZ,624520,Technology Hardware & Equipment,20170512,
002877.SZ,622010,Capital Goods,20170515,
002878.SZ,622540,Media,20170517,
002879.SZ,622010,Capital Goods,20170522,
002880.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20170522,
002881.SZ,624520,Technology Hardware & Equipment,20170531,
002882.SZ,622010,Capital Goods,20170602,
002883.SZ,622020,Commercial & Professional Services,20170606,
002884.SZ,622010,Capital Goods,20170627,
002885.SZ,624520,Technology Hardware & Equipment,20170613,
002886.SZ,621510,Materials,20170612,
002887.SZ,622010,Capital Goods,20170627,
002888.SZ,622520,Consumer Durables & Apparel,20170703,
002889.SZ,622030,Transportation,20170710,
002890.SZ,622010,Capital Goods,20170720,
002891.SZ,623020,"Food, Beverage & Tobacco",20170731,
002892.SZ,622010,Capital Goods,20170731,
002893.SZ,625510,Utilities,20170807,
002895.SZ,621510,Materials,20170807,
002896.SZ,622010,Capital Goods,20170816,
002897.SZ,624520,Technology Hardware & Equipment,20170821,
002898.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20170821,
002899.SZ,622520,Consumer Durables & Apparel,20170828,
002900.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20170904,
002901.SZ,623510,Health Care Equipment & Services,20170905,
002902.SZ,624520,Technology Hardware & Equipment,20170912,
002903.SZ,622010,Capital Goods,20170918,
002905.SZ,622540,Media,20170920,
002906.SZ,622510,Automobiles & Components,20170918,
002907.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20170926,
002908.SZ,624520,Technology Hardware & Equipment,20170925,
002909.SZ,621510,Materials,20170928,
002910.SZ,623020,"Food, Beverage & Tobacco",20151015,
002911.SZ,625510,Utilities,20171031,
002912.SZ,624520,Technology Hardware & Equipment,20171107,
002913.SZ,624520,Technology Hardware & Equipment,20171113,
002915.SZ,621510,Materials,20120611,
002916.SZ,624520,Technology Hardware & Equipment,20171121,
002917.SZ,621510,Materials,20171121,
002918.SZ,622010,Capital Goods,20171129,
002919.SZ,623030,Household & Personal Products,20171129,
002920.SZ,622510,Automobiles & Components,20171205,
002921.SZ,622010,Capital Goods,20171213,
002922.SZ,622010,Capital Goods,20171212,
002923.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20171218,
002925.SZ,624520,Technology Hardware & Equipment,20171226,
002926.SZ,624020,Diversified Financials,20180116,
002927.SZ,622010,Capital Goods,20180130,
002928.SZ,622030,Transportation,20180206,
002929.SZ,624520,Technology Hardware & Equipment,20151128,
002930.SZ,622030,Transportation,20151107,
002931.SZ,622010,Capital Goods,20180313,
002932.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20140124,
002933.SZ,622010,Capital Goods,20180807,
002935.SZ,622010,Capital Goods,20180814,
002936.SZ,624010,Banks,20180830,
002937.SZ,624520,Technology Hardware & Equipment,20180903,
002938.SZ,624520,Technology Hardware & Equipment,20180828,
002939.SZ,624020,Diversified Financials,20130925,
002940.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20180926,
002941.SZ,622010,Capital Goods,20130117,
002942.SZ,621510,Materials,20150127,
002943.SZ,622010,Capital Goods,20181112,
002945.SZ,624020,Diversified Financials,20181210,
002946.SZ,623020,"Food, Beverage & Tobacco",20190108,
002947.SZ,624520,Technology Hardware & Equipment,20190114,
002948.SZ,624010,Banks,20181205,
002949.SZ,622020,Commercial & Professional Services,20190129,
002950.SZ,623510,Health Care Equipment & Services,20190219,
002951.SZ,622020,Commercial & Professional Services,20190226,
002952.SZ,624520,Technology Hardware & Equipment,20150721,
002953.SZ,622010,Capital Goods,20190415,
002955.SZ,624520,Technology Hardware & Equipment,20190429,
002956.SZ,623020,"Food, Beverage & Tobacco",20190603,
002957.SZ,622010,Capital Goods,20190708,
002958.SZ,624010,Banks,20190212,
002959.SZ,622520,Consumer Durables & Apparel,20190715,
002960.SZ,624520,Technology Hardware & Equipment,20190722,
002961.SZ,624020,Diversified Financials,20190819,
002962.SZ,624520,Technology Hardware & Equipment,20190827,
002963.SZ,622010,Capital Goods,20190917,
002965.SZ,622510,Automobiles & Components,20190930,
002966.SZ,624010,Banks,20141009,
002967.SZ,622020,Commercial & Professional Services,20150513,
002968.SZ,624040,Real Estate,20161031,20170301
002968.SZ,626010,Real Estate,20191028,
002969.SZ,621510,Materials,20191111,
002970.SZ,624520,Technology Hardware & Equipment,20191217,
002971.SZ,621510,Materials,20191202,
002972.SZ,624520,Technology Hardware & Equipment,20150401,
002973.SZ,622020,Commercial & Professional Services,20191216,
002975.SZ,622010,Capital Goods,20200114,
002976.SZ,624520,Technology Hardware & Equipment,20200217,
002977.SZ,624520,Technology Hardware & Equipment,20200303,
002978.SZ,621510,Materials,20200310,
002979.SZ,622010,Capital Goods,20200318,
002980.SZ,622010,Capital Goods,20200323,
002981.SZ,624520,Technology Hardware & Equipment,,20190919
002981.SZ,624520,Technology Hardware & Equipment,20200327,
002982.SZ,623020,"Food, Beverage & Tobacco",20140821,
002983.SZ,624520,Technology Hardware & Equipment,,20181227
002983.SZ,624530,Semiconductors & Semiconductor Equipment,20200407,
002984.SZ,622510,Automobiles & Components,20200824,
002985.SZ,622510,Automobiles & Components,,20181220
002985.SZ,622010,Capital Goods,20200408,
002986.SZ,621510,Materials,20200417,
002987.SZ,624510,Software & Services,20101022,
002988.SZ,621510,Materials,20150430,
002989.SZ,622010,Capital Goods,20200428,
002990.SZ,624520,Technology Hardware & Equipment,20200506,
002991.SZ,623020,"Food, Beverage & Tobacco",20200713,
002992.SZ,624530,Semiconductors & Semiconductor Equipment,20200714,
002993.SZ,624520,Technology Hardware & Equipment,20200723,
002995.SZ,624510,Software & Services,20200720,
002996.SZ,621510,Materials,20150728,
002997.SZ,622510,Automobiles & Components,20200817,
002998.SZ,621510,Materials,20200817,
002999.SZ,621510,Materials,20200817,
003000.SZ,623020,"Food, Beverage & Tobacco",20200825,
003001.SZ,622010,Capital Goods,20160106,
003002.SZ,621510,Materials,20200831,
003003.SZ,622020,Commercial & Professional Services,20160225,
003004.SZ,624510,Software & Services,,20191128
003004.SZ,624520,Technology Hardware & Equipment,20191201,
003005.SZ,622530,Consumer Services,20200901,
003006.SZ,623030,Household & Personal Products,20200901,
003007.SZ,624510,Software & Services,20200910,
003008.SZ,622010,Capital Goods,20200910,
003009.SZ,622010,Capital Goods,20200907,
003010.SZ,622550,Retailing,20151127,
003011.SZ,621510,Materials,20200917,
003012.SZ,622010,Capital Goods,20200921,
003013.SZ,622010,Capital Goods,20200923,
003015.SZ,624520,Technology Hardware & Equipment,20151222,
003016.SZ,622520,Consumer Durables & Apparel,20200929,
003017.SZ,621510,Materials,20160414,20201011
003017.SZ,621510,Materials,20201012,
003018.SZ,621510,Materials,20201020,
003019.SZ,624520,Technology Hardware & Equipment,20200327,
003020.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200521,
003021.SZ,622010,Capital Goods,20191206,
003022.SZ,621510,Materials,20191212,
003023.SZ,622520,Consumer Durables & Apparel,20200116,
003025.SZ,622010,Capital Goods,20200409,
003026.SZ,621510,Materials,20141021,20190620
003026.SZ,624530,Semiconductors & Semiconductor Equipment,20200629,
003027.SZ,622020,Commercial & Professional Services,20191114,
003028.SZ,624520,Technology Hardware & Equipment,20200525,
003029.SZ,624510,Software & Services,20200116,
003030.SZ,623020,"Food, Beverage & Tobacco",20201215,
003031.SZ,624520,Technology Hardware & Equipment,20200515,
003032.SZ,622530,Consumer Services,20160830,
003033.SZ,622510,Automobiles & Components,20200409,
003035.SZ,625510,Utilities,20201010,
003036.SZ,622010,Capital Goods,20190906,
003037.SZ,621510,Materials,20200826,
003038.SZ,621510,Materials,20200522,
003039.SZ,625510,Utilities,20160227,
003040.SZ,624520,Technology Hardware & Equipment,20200508,
003041.SZ,622520,Consumer Durables & Apparel,20200703,
003042.SZ,621510,Materials,20150831,
003043.SZ,622010,Capital Goods,20181218,
003816.SZ,625510,Utilities,20141210,
300001.SZ,622010,Capital Goods,20091030,
300002.SZ,624510,Software & Services,20091030,
300003.SZ,623510,Health Care Equipment & Services,20091030,
300004.SZ,622010,Capital Goods,20091030,
300005.SZ,622520,Consumer Durables & Apparel,20091030,20110317
300005.SZ,622520,Consumer Durables & Apparel,20110318,
300006.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20091030,
300007.SZ,624520,Technology Hardware & Equipment,20091030,
